Month,site,specialty,AdmissionStatus,WeeksWaitCategory,PathwayCount
2023-08,QE,Paed Med Oncol,NonAdmitted,0-17 weeks,23
2023-08,QE,Paed Med Oncol,NonAdmitted,18-51 weeks,4
2023-08,QE,Paed Rheum,NonAdmitted,18-51 weeks,1
2023-08,QE,Paed Surg,Admitted,0-17 weeks,2
2023-08,QE,Paed Surg,Admitted,18-51 weeks,3
2023-08,QE,Paed Surg,NonAdmitted,0-17 weeks,19
2023-08,QE,Paed Surg,NonAdmitted,18-51 weeks,11
2023-08,QE,Paed Surg,NonAdmitted,52+ weeks,1
2023-08,QE,Paed T&O,Admitted,0-17 weeks,2
2023-08,QE,Paed T&O,Admitted,18-51 weeks,4
2023-08,QE,Paed T&O,NonAdmitted,0-17 weeks,255
2023-08,QE,Paed T&O,NonAdmitted,18-51 weeks,198
2023-08,QE,Paed T&O,NonAdmitted,52+ weeks,19
2023-08,QE,Paediatrics,Admitted,0-17 weeks,8
2023-08,QE,Paediatrics,NonAdmitted,0-17 weeks,880
2023-08,QE,Paediatrics,NonAdmitted,18-51 weeks,355
2023-08,QE,Paediatrics,NonAdmitted,52+ weeks,4
2023-08,QE,Pain Manage,Admitted,0-17 weeks,42
2023-08,QE,Pain Manage,Admitted,18-51 weeks,51
2023-08,QE,Pain Manage,Admitted,52+ weeks,12
2023-08,QE,Pain Manage,NonAdmitted,0-17 weeks,335
2023-08,QE,Pain Manage,NonAdmitted,18-51 weeks,395
2023-08,QE,Pain Manage,NonAdmitted,52+ weeks,10
2023-08,QE,Plastics,Admitted,0-17 weeks,1
2023-08,QE,Plastics,Admitted,18-51 weeks,1
2023-08,QE,Plastics,NonAdmitted,0-17 weeks,7
2023-08,QE,Plastics,NonAdmitted,18-51 weeks,7
2023-08,QE,Resp Med,Admitted,0-17 weeks,47
2023-08,QE,Resp Med,Admitted,18-51 weeks,121
2023-08,QE,Resp Med,Admitted,52+ weeks,7
2023-08,QE,Resp Med,NonAdmitted,0-17 weeks,1028
2023-08,QE,Resp Med,NonAdmitted,18-51 weeks,563
2023-08,QE,Resp Med,NonAdmitted,52+ weeks,34
2023-08,QE,Rheum,Admitted,0-17 weeks,1
2023-08,QE,Rheum,Admitted,18-51 weeks,1
2023-08,QE,Rheum,Admitted,52+ weeks,2
2023-08,QE,Rheum,NonAdmitted,0-17 weeks,366
2023-08,QE,Rheum,NonAdmitted,18-51 weeks,96
2023-08,QE,Rheum,NonAdmitted,52+ weeks,3
2023-08,QE,T&O,Admitted,0-17 weeks,214
2023-08,QE,T&O,Admitted,18-51 weeks,333
2023-08,QE,T&O,Admitted,52+ weeks,29
2023-08,QE,T&O,NonAdmitted,0-17 weeks,1015
2023-08,QE,T&O,NonAdmitted,18-51 weeks,377
2023-08,QE,T&O,NonAdmitted,52+ weeks,70
2023-08,QE,Upper Gast Surg,Admitted,0-17 weeks,2
2023-08,QE,Upper Gast Surg,NonAdmitted,0-17 weeks,71
2023-08,QE,Upper Gast Surg,NonAdmitted,18-51 weeks,29
2023-08,QE,Upper Gast Surg,NonAdmitted,52+ weeks,2
2023-08,QE,Urology,Admitted,0-17 weeks,75
2023-08,QE,Urology,Admitted,18-51 weeks,102
2023-08,QE,Urology,Admitted,52+ weeks,13
2023-08,QE,Urology,NonAdmitted,0-17 weeks,1223
2023-08,QE,Urology,NonAdmitted,18-51 weeks,594
2023-08,QE,Urology,NonAdmitted,52+ weeks,3
2023-08,QE,Vasc Surg,Admitted,52+ weeks,1
2023-08,QE,Vasc Surg,NonAdmitted,0-17 weeks,108
2023-08,QE,Vasc Surg,NonAdmitted,18-51 weeks,80
2023-08,QE,Vasc Surg,NonAdmitted,52+ weeks,21
2023-09,LH,A&E,NonAdmitted,0-17 weeks,1
2023-09,LH,A&E,NonAdmitted,18-51 weeks,1
2023-09,LH,A&E,NonAdmitted,52+ weeks,4
2023-09,LH,Audiology,Admitted,0-17 weeks,1
2023-09,LH,Audiology,Admitted,18-51 weeks,1
2023-09,LH,Audiology,NonAdmitted,0-17 weeks,118
2023-09,LH,Audiology,NonAdmitted,18-51 weeks,23
2023-09,LH,Audiology,NonAdmitted,52+ weeks,10
2023-09,LH,Cardio,Admitted,0-17 weeks,5
2023-09,LH,Cardio,Admitted,52+ weeks,1
2023-09,LH,Cardio,NonAdmitted,0-17 weeks,1010
2023-09,LH,Cardio,NonAdmitted,18-51 weeks,775
2023-09,LH,Cardio,NonAdmitted,52+ weeks,203
2023-09,LH,Clin Haem,Admitted,0-17 weeks,16
2023-09,LH,Clin Haem,Admitted,18-51 weeks,5
2023-09,LH,Clin Haem,NonAdmitted,0-17 weeks,335
2023-09,LH,Clin Haem,NonAdmitted,18-51 weeks,110
2023-09,LH,Clin Haem,NonAdmitted,52+ weeks,4
2023-09,LH,Colorect Surg,Admitted,0-17 weeks,29
2023-09,LH,Colorect Surg,Admitted,18-51 weeks,15
2023-09,LH,Colorect Surg,Admitted,52+ weeks,7
2023-09,LH,Colorect Surg,NonAdmitted,0-17 weeks,233
2023-09,LH,Colorect Surg,NonAdmitted,18-51 weeks,26
2023-09,LH,Colorect Surg,NonAdmitted,52+ weeks,9
2023-09,LH,Derm,Admitted,0-17 weeks,96
2023-09,LH,Derm,Admitted,18-51 weeks,14
2023-09,LH,Derm,Admitted,52+ weeks,1
2023-09,LH,Derm,NonAdmitted,0-17 weeks,908
2023-09,LH,Derm,NonAdmitted,18-51 weeks,117
2023-09,LH,Derm,NonAdmitted,52+ weeks,17
2023-09,LH,Diabetic,NonAdmitted,0-17 weeks,144
2023-09,LH,Diabetic,NonAdmitted,18-51 weeks,7
2023-09,LH,Endocrin,NonAdmitted,0-17 weeks,215
2023-09,LH,Endocrin,NonAdmitted,18-51 weeks,3
2023-09,LH,ENT,Admitted,0-17 weeks,335
2023-09,LH,ENT,Admitted,18-51 weeks,641
2023-09,LH,ENT,Admitted,52+ weeks,506
2023-09,LH,ENT,NonAdmitted,0-17 weeks,2972
2023-09,LH,ENT,NonAdmitted,18-51 weeks,3387
2023-09,LH,ENT,NonAdmitted,52+ weeks,433
2023-09,LH,Gastro,Admitted,0-17 weeks,157
2023-09,LH,Gastro,Admitted,18-51 weeks,19
2023-09,LH,Gastro,Admitted,52+ weeks,17
2023-09,LH,Gastro,NonAdmitted,0-17 weeks,811
2023-09,LH,Gastro,NonAdmitted,18-51 weeks,717
2023-09,LH,Gastro,NonAdmitted,52+ weeks,138
2023-09,LH,Gen Med,NonAdmitted,0-17 weeks,73
2023-09,LH,Gen Med,NonAdmitted,18-51 weeks,444
2023-09,LH,Gen Med,NonAdmitted,52+ weeks,120
2023-09,LH,Gen Surg,Admitted,0-17 weeks,193
2023-09,LH,Gen Surg,Admitted,18-51 weeks,540
2023-09,LH,Gen Surg,Admitted,52+ weeks,252
2023-09,LH,Gen Surg,NonAdmitted,0-17 weeks,1655
2023-09,LH,Gen Surg,NonAdmitted,18-51 weeks,956
2023-09,LH,Gen Surg,NonAdmitted,52+ weeks,221
2023-09,LH,Geriatric Med,NonAdmitted,0-17 weeks,172
2023-09,LH,Geriatric Med,NonAdmitted,18-51 weeks,1
2023-09,LH,Gynae,Admitted,0-17 weeks,129
2023-09,LH,Gynae,Admitted,18-51 weeks,201
2023-09,LH,Gynae,Admitted,52+ weeks,68
2023-09,LH,Gynae,NonAdmitted,0-17 weeks,2483
2023-09,LH,Gynae,NonAdmitted,18-51 weeks,849
2023-09,LH,Gynae,NonAdmitted,52+ weeks,41
2023-09,LH,Med Oncol,Admitted,0-17 weeks,36
2023-09,LH,Med Oncol,Admitted,18-51 weeks,2
2023-09,LH,Med Oncol,NonAdmitted,0-17 weeks,197
2023-09,LH,Med Oncol,NonAdmitted,18-51 weeks,23
2023-09,LH,Nephro,NonAdmitted,0-17 weeks,123
2023-09,LH,Nephro,NonAdmitted,18-51 weeks,15
2023-09,LH,Neuro,NonAdmitted,0-17 weeks,904
2023-09,LH,Neuro,NonAdmitted,18-51 weeks,916
2023-09,LH,Neuro,NonAdmitted,52+ weeks,152
2023-09,LH,Paed Cardio,NonAdmitted,0-17 weeks,90
2023-09,LH,Paed Cardio,NonAdmitted,18-51 weeks,50
2023-09,LH,Paed Cardio,NonAdmitted,52+ weeks,2
2023-09,LH,Paed Clin Haem,NonAdmitted,0-17 weeks,9
2023-09,LH,Paed Derm,Admitted,0-17 weeks,1
2023-09,LH,Paed Derm,NonAdmitted,0-17 weeks,156
2023-09,LH,Paed Derm,NonAdmitted,18-51 weeks,10
2023-09,LH,Paed Diab Med,NonAdmitted,0-17 weeks,4
2023-09,LH,Paed Endocrin,NonAdmitted,0-17 weeks,9
2023-09,LH,Paed Endocrin,NonAdmitted,18-51 weeks,1
2023-09,LH,Paed ENT,Admitted,0-17 weeks,116
2023-09,LH,Paed ENT,Admitted,18-51 weeks,358
2023-09,LH,Paed ENT,Admitted,52+ weeks,214
2023-09,LH,Paed ENT,NonAdmitted,0-17 weeks,493
2023-09,LH,Paed ENT,NonAdmitted,18-51 weeks,776
2023-09,LH,Paed ENT,NonAdmitted,52+ weeks,97
2023-09,LH,Paed Gastro,NonAdmitted,0-17 weeks,25
2023-09,LH,Paed Gastro,NonAdmitted,18-51 weeks,2
2023-09,LH,Paed Ophthal,NonAdmitted,0-17 weeks,233
2023-09,LH,Paed Ophthal,NonAdmitted,18-51 weeks,137
2023-09,LH,Paed Rheum,NonAdmitted,0-17 weeks,43
2023-09,LH,Paed Rheum,NonAdmitted,18-51 weeks,23
2023-09,LH,Paed Surg,Admitted,0-17 weeks,83
2023-09,LH,Paed Surg,Admitted,18-51 weeks,39
2023-09,LH,Paed Surg,NonAdmitted,0-17 weeks,162
2023-09,LH,Paed Surg,NonAdmitted,18-51 weeks,27
2023-09,LH,Paed T&O,Admitted,0-17 weeks,1
2023-09,LH,Paed T&O,Admitted,18-51 weeks,7
2023-09,LH,Paed T&O,Admitted,52+ weeks,2
2023-09,LH,Paed T&O,NonAdmitted,18-51 weeks,1
2023-09,LH,Paediatrics,NonAdmitted,0-17 weeks,608
2023-09,LH,Paediatrics,NonAdmitted,18-51 weeks,236
2023-09,LH,Paediatrics,NonAdmitted,52+ weeks,5
2023-09,LH,Pain Manage,Admitted,0-17 weeks,15
2023-09,LH,Pain Manage,Admitted,18-51 weeks,25
2023-09,LH,Pain Manage,Admitted,52+ weeks,5
2023-09,LH,Pain Manage,NonAdmitted,0-17 weeks,376
2023-09,LH,Pain Manage,NonAdmitted,18-51 weeks,434
2023-09,LH,Pain Manage,NonAdmitted,52+ weeks,35
2023-09,LH,Physio,Admitted,0-17 weeks,19
2023-09,LH,Physio,Admitted,18-51 weeks,16
2023-09,LH,Physio,Admitted,52+ weeks,6
2023-09,LH,Physio,NonAdmitted,0-17 weeks,25
2023-09,LH,Physio,NonAdmitted,18-51 weeks,22
2023-09,LH,Physio,NonAdmitted,52+ weeks,1
2023-09,LH,Resp Med,Admitted,0-17 weeks,2
2023-09,LH,Resp Med,NonAdmitted,0-17 weeks,431
2023-09,LH,Resp Med,NonAdmitted,18-51 weeks,80
2023-09,LH,Rheum,Admitted,0-17 weeks,4
2023-09,LH,Rheum,Admitted,18-51 weeks,18
2023-09,LH,Rheum,Admitted,52+ weeks,2
2023-09,LH,Rheum,NonAdmitted,0-17 weeks,523
2023-09,LH,Rheum,NonAdmitted,18-51 weeks,15
2023-09,LH,Rheum,NonAdmitted,52+ weeks,1
2023-09,LH,T&O,Admitted,0-17 weeks,398
2023-09,LH,T&O,Admitted,18-51 weeks,666
2023-09,LH,T&O,Admitted,52+ weeks,205
2023-09,LH,T&O,NonAdmitted,0-17 weeks,1570
2023-09,LH,T&O,NonAdmitted,18-51 weeks,740
2023-09,LH,T&O,NonAdmitted,52+ weeks,110
2023-09,LH,Upper Gast Surg,Admitted,0-17 weeks,22
2023-09,LH,Upper Gast Surg,Admitted,18-51 weeks,2
2023-09,LH,Upper Gast Surg,Admitted,52+ weeks,1
2023-09,LH,Upper Gast Surg,NonAdmitted,0-17 weeks,191
2023-09,LH,Upper Gast Surg,NonAdmitted,18-51 weeks,56
2023-09,LH,Upper Gast Surg,NonAdmitted,52+ weeks,2
2023-09,LH,Urology,Admitted,0-17 weeks,74
2023-09,LH,Urology,Admitted,18-51 weeks,62
2023-09,LH,Urology,Admitted,52+ weeks,14
2023-09,LH,Urology,NonAdmitted,0-17 weeks,9
2023-09,LH,Urology,NonAdmitted,18-51 weeks,5
2023-09,LH,Urology,NonAdmitted,52+ weeks,3
2023-09,LH,Vasc Surg,Admitted,0-17 weeks,28
2023-09,LH,Vasc Surg,Admitted,18-51 weeks,54
2023-09,LH,Vasc Surg,Admitted,52+ weeks,53
2023-09,LH,Vasc Surg,NonAdmitted,0-17 weeks,599
2023-09,LH,Vasc Surg,NonAdmitted,18-51 weeks,514
2023-09,LH,Vasc Surg,NonAdmitted,52+ weeks,145
2023-09,LHC,Community Paeds,NonAdmitted,0-17 weeks,105
2023-09,QE,Audiology,Admitted,0-17 weeks,1
2023-09,QE,Audiology,Admitted,18-51 weeks,1
2023-09,QE,Audiology,NonAdmitted,0-17 weeks,42
2023-09,QE,Audiology,NonAdmitted,18-51 weeks,5
2023-09,QE,Cardio,Admitted,0-17 weeks,68
2023-09,QE,Cardio,Admitted,18-51 weeks,16
2023-09,QE,Cardio,Admitted,52+ weeks,2
2023-09,QE,Cardio,NonAdmitted,0-17 weeks,964
2023-09,QE,Cardio,NonAdmitted,18-51 weeks,527
2023-09,QE,Cardio,NonAdmitted,52+ weeks,20
2023-09,QE,Clin Haem,Admitted,0-17 weeks,8
2023-09,QE,Clin Haem,Admitted,18-51 weeks,1
2023-09,QE,Clin Haem,Admitted,52+ weeks,1
2023-09,QE,Clin Haem,NonAdmitted,0-17 weeks,146
2023-09,QE,Clin Haem,NonAdmitted,18-51 weeks,177
2023-09,QE,Clin Haem,NonAdmitted,52+ weeks,6
2023-09,QE,Colorect Surg,Admitted,0-17 weeks,72
2023-09,QE,Colorect Surg,Admitted,18-51 weeks,83
2023-09,QE,Colorect Surg,Admitted,52+ weeks,45
2023-09,QE,Colorect Surg,NonAdmitted,0-17 weeks,735
2023-09,QE,Colorect Surg,NonAdmitted,18-51 weeks,634
2023-09,QE,Colorect Surg,NonAdmitted,52+ weeks,96
2023-09,QE,Derm,NonAdmitted,0-17 weeks,2163
2023-09,QE,Derm,NonAdmitted,18-51 weeks,731
2023-09,QE,Derm,NonAdmitted,52+ weeks,65
2023-09,QE,Diabetic,NonAdmitted,0-17 weeks,82
2023-09,QE,Diabetic,NonAdmitted,18-51 weeks,1
2023-09,QE,Endocrin,NonAdmitted,0-17 weeks,326
2023-09,QE,Endocrin,NonAdmitted,18-51 weeks,29
2023-09,QE,ENT,Admitted,0-17 weeks,18
2023-09,QE,ENT,Admitted,18-51 weeks,33
2023-09,QE,ENT,Admitted,52+ weeks,20
2023-09,QE,ENT,NonAdmitted,0-17 weeks,1802
2023-09,QE,ENT,NonAdmitted,18-51 weeks,1406
2023-09,QE,ENT,NonAdmitted,52+ weeks,77
2023-09,QE,Gastro,Admitted,0-17 weeks,114
2023-09,QE,Gastro,Admitted,18-51 weeks,23
2023-09,QE,Gastro,Admitted,52+ weeks,1
2023-09,QE,Gastro,NonAdmitted,0-17 weeks,1309
2023-09,QE,Gastro,NonAdmitted,18-51 weeks,898
2023-09,QE,Gastro,NonAdmitted,52+ weeks,26
2023-09,QE,Gen Med,NonAdmitted,0-17 weeks,394
2023-09,QE,Gen Med,NonAdmitted,18-51 weeks,3
2023-09,QE,Gen Med,NonAdmitted,52+ weeks,1
2023-09,QE,Gen Surg,Admitted,0-17 weeks,270
2023-09,QE,Gen Surg,Admitted,18-51 weeks,240
2023-09,QE,Gen Surg,Admitted,52+ weeks,107
2023-09,QE,Gen Surg,NonAdmitted,0-17 weeks,1230
2023-09,QE,Gen Surg,NonAdmitted,18-51 weeks,1025
2023-09,QE,Gen Surg,NonAdmitted,52+ weeks,167
2023-09,QE,Geriatric Med,NonAdmitted,0-17 weeks,7
2023-09,QE,Gynae,Admitted,0-17 weeks,160
2023-09,QE,Gynae,Admitted,18-51 weeks,275
2023-09,QE,Gynae,Admitted,52+ weeks,139
2023-09,QE,Gynae,NonAdmitted,0-17 weeks,1899
2023-09,QE,Gynae,NonAdmitted,18-51 weeks,1056
2023-09,QE,Gynae,NonAdmitted,52+ weeks,122
2023-09,QE,Med Oncol,Admitted,0-17 weeks,20
2023-09,QE,Med Oncol,Admitted,18-51 weeks,1
2023-09,QE,Med Oncol,Admitted,52+ weeks,1
2023-09,QE,Med Oncol,NonAdmitted,0-17 weeks,30
2023-09,QE,Med Oncol,NonAdmitted,18-51 weeks,2
2023-09,QE,Nephro,NonAdmitted,0-17 weeks,189
2023-09,QE,Nephro,NonAdmitted,18-51 weeks,12
2023-09,QE,Neuro,Admitted,0-17 weeks,1
2023-09,QE,Neuro,NonAdmitted,0-17 weeks,1030
2023-09,QE,Neuro,NonAdmitted,18-51 weeks,914
2023-09,QE,Neuro,NonAdmitted,52+ weeks,50
2023-09,QE,Paed Cardio,NonAdmitted,0-17 weeks,13
2023-09,QE,Paed Cardio,NonAdmitted,18-51 weeks,9
2023-09,QE,Paed Cardio,NonAdmitted,52+ weeks,1
2023-09,QE,Paed Clin Haem,Admitted,0-17 weeks,2
2023-09,QE,Paed Derm,NonAdmitted,0-17 weeks,217
2023-09,QE,Paed Derm,NonAdmitted,18-51 weeks,166
2023-09,QE,Paed Derm,NonAdmitted,52+ weeks,4
2023-09,QE,Paed Diab Med,NonAdmitted,0-17 weeks,10
2023-09,QE,Paed Endocrin,NonAdmitted,0-17 weeks,7
2023-09,QE,Paed Endocrin,NonAdmitted,18-51 weeks,2
2023-09,QE,Paed Endocrin,NonAdmitted,52+ weeks,1
2023-09,QE,Paed ENT,Admitted,0-17 weeks,21
2023-09,QE,Paed ENT,Admitted,18-51 weeks,45
2023-09,QE,Paed ENT,Admitted,52+ weeks,18
2023-09,QE,Paed ENT,NonAdmitted,0-17 weeks,726
2023-09,QE,Paed ENT,NonAdmitted,18-51 weeks,376
2023-09,QE,Paed ENT,NonAdmitted,52+ weeks,9
2023-09,QE,Paed Med Oncol,Admitted,0-17 weeks,3
2023-09,QE,Paed Med Oncol,NonAdmitted,0-17 weeks,9
2023-09,QE,Paed Med Oncol,NonAdmitted,18-51 weeks,1
2023-09,QE,Paed Rheum,NonAdmitted,18-51 weeks,1
2023-09,QE,Paed Surg,Admitted,18-51 weeks,1
2023-09,QE,Paed Surg,NonAdmitted,0-17 weeks,15
2023-09,QE,Paed Surg,NonAdmitted,18-51 weeks,8
2023-09,QE,Paed T&O,Admitted,0-17 weeks,2
2023-09,QE,Paed T&O,Admitted,18-51 weeks,7
2023-09,QE,Paed T&O,NonAdmitted,0-17 weeks,246
2023-09,QE,Paed T&O,NonAdmitted,18-51 weeks,210
2023-09,QE,Paed T&O,NonAdmitted,52+ weeks,23
2023-09,QE,Paediatrics,Admitted,0-17 weeks,9
2023-09,QE,Paediatrics,NonAdmitted,0-17 weeks,859
2023-09,QE,Paediatrics,NonAdmitted,18-51 weeks,372
2023-09,QE,Paediatrics,NonAdmitted,52+ weeks,4
2023-09,QE,Pain Manage,Admitted,0-17 weeks,57
2023-09,QE,Pain Manage,Admitted,18-51 weeks,58
2023-09,QE,Pain Manage,Admitted,52+ weeks,7
2023-09,QE,Pain Manage,NonAdmitted,0-17 weeks,314
2023-09,QE,Pain Manage,NonAdmitted,18-51 weeks,383
2023-09,QE,Pain Manage,NonAdmitted,52+ weeks,21
2023-09,QE,Physio,Admitted,0-17 weeks,5
2023-09,QE,Physio,Admitted,18-51 weeks,2
2023-09,QE,Physio,NonAdmitted,0-17 weeks,7
2023-09,QE,Physio,NonAdmitted,18-51 weeks,2
2023-09,QE,Plastics,Admitted,0-17 weeks,8
2023-09,QE,Plastics,Admitted,18-51 weeks,3
2023-09,QE,Plastics,NonAdmitted,0-17 weeks,6
2023-09,QE,Plastics,NonAdmitted,18-51 weeks,3
2023-09,QE,Resp Med,Admitted,0-17 weeks,51
2023-09,QE,Resp Med,Admitted,18-51 weeks,124
2023-09,QE,Resp Med,Admitted,52+ weeks,5
2023-09,QE,Resp Med,NonAdmitted,0-17 weeks,1003
2023-09,QE,Resp Med,NonAdmitted,18-51 weeks,596
2023-09,QE,Resp Med,NonAdmitted,52+ weeks,34
2023-09,QE,Rheum,Admitted,0-17 weeks,6
2023-09,QE,Rheum,Admitted,18-51 weeks,2
2023-09,QE,Rheum,Admitted,52+ weeks,2
2023-09,QE,Rheum,NonAdmitted,0-17 weeks,347
2023-09,QE,Rheum,NonAdmitted,18-51 weeks,105
2023-09,QE,Rheum,NonAdmitted,52+ weeks,7
2023-09,QE,T&O,Admitted,0-17 weeks,236
2023-09,QE,T&O,Admitted,18-51 weeks,343
2023-09,QE,T&O,Admitted,52+ weeks,51
2023-09,QE,T&O,NonAdmitted,0-17 weeks,1160
2023-09,QE,T&O,NonAdmitted,18-51 weeks,367
2023-09,QE,T&O,NonAdmitted,52+ weeks,60
2023-09,QE,Upper Gast Surg,Admitted,0-17 weeks,1
2023-09,QE,Upper Gast Surg,NonAdmitted,0-17 weeks,86
2023-09,QE,Upper Gast Surg,NonAdmitted,18-51 weeks,36
2023-09,QE,Upper Gast Surg,NonAdmitted,52+ weeks,3
2023-09,QE,Urology,Admitted,0-17 weeks,117
2023-09,QE,Urology,Admitted,18-51 weeks,138
2023-09,QE,Urology,Admitted,52+ weeks,12
2023-09,QE,Urology,NonAdmitted,0-17 weeks,1283
2023-09,QE,Urology,NonAdmitted,18-51 weeks,584
2023-09,QE,Urology,NonAdmitted,52+ weeks,7
2023-09,QE,Vasc Surg,Admitted,52+ weeks,2
2023-09,QE,Vasc Surg,NonAdmitted,0-17 weeks,96
2023-09,QE,Vasc Surg,NonAdmitted,18-51 weeks,97
2023-09,QE,Vasc Surg,NonAdmitted,52+ weeks,36
2023-10,LH,A&E,Admitted,0-17 weeks,1
2023-10,LH,A&E,NonAdmitted,0-17 weeks,1
2023-10,LH,A&E,NonAdmitted,52+ weeks,4
2023-10,LH,Audiology,Admitted,18-51 weeks,1
2023-10,LH,Audiology,NonAdmitted,0-17 weeks,95
2023-10,LH,Audiology,NonAdmitted,18-51 weeks,35
2023-10,LH,Audiology,NonAdmitted,52+ weeks,10
2023-10,LH,Breast Surg,NonAdmitted,0-17 weeks,834
2023-10,LH,Breast Surg,NonAdmitted,18-51 weeks,26
2023-10,LH,Breast Surg,NonAdmitted,52+ weeks,2
2023-10,LH,Cardio,Admitted,0-17 weeks,6
2023-10,LH,Cardio,NonAdmitted,0-17 weeks,1014
2023-10,LH,Cardio,NonAdmitted,18-51 weeks,782
2023-10,LH,Cardio,NonAdmitted,52+ weeks,207
2023-10,LH,Clin Haem,Admitted,0-17 weeks,15
2023-10,LH,Clin Haem,Admitted,18-51 weeks,5
2023-10,LH,Clin Haem,Admitted,52+ weeks,1
2023-10,LH,Clin Haem,NonAdmitted,0-17 weeks,342
2023-10,LH,Clin Haem,NonAdmitted,18-51 weeks,125
2023-10,LH,Clin Haem,NonAdmitted,52+ weeks,6
2023-10,LH,Colorect Surg,Admitted,0-17 weeks,32
2023-10,LH,Colorect Surg,Admitted,18-51 weeks,17
2023-10,LH,Colorect Surg,Admitted,52+ weeks,5
2023-10,LH,Colorect Surg,NonAdmitted,0-17 weeks,191
2023-10,LH,Colorect Surg,NonAdmitted,18-51 weeks,29
2023-10,LH,Colorect Surg,NonAdmitted,52+ weeks,9
2023-10,LH,Derm,Admitted,0-17 weeks,93
2023-10,LH,Derm,Admitted,18-51 weeks,7
2023-10,LH,Derm,Admitted,52+ weeks,1
2023-10,LH,Derm,NonAdmitted,0-17 weeks,1052
2023-10,LH,Derm,NonAdmitted,18-51 weeks,94
2023-10,LH,Derm,NonAdmitted,52+ weeks,10
2023-10,LH,Diabetic,NonAdmitted,0-17 weeks,145
2023-10,LH,Diabetic,NonAdmitted,18-51 weeks,9
2023-10,LH,Endocrin,NonAdmitted,0-17 weeks,213
2023-10,LH,Endocrin,NonAdmitted,18-51 weeks,13
2023-10,LH,ENT,Admitted,0-17 weeks,290
2023-10,LH,ENT,Admitted,18-51 weeks,687
2023-10,LH,ENT,Admitted,52+ weeks,482
2023-10,LH,ENT,NonAdmitted,0-17 weeks,3201
2023-10,LH,ENT,NonAdmitted,18-51 weeks,3288
2023-10,LH,ENT,NonAdmitted,52+ weeks,419
2023-10,LH,Gastro,Admitted,0-17 weeks,157
2023-10,LH,Gastro,Admitted,18-51 weeks,21
2023-10,LH,Gastro,Admitted,52+ weeks,10
2023-10,LH,Gastro,NonAdmitted,0-17 weeks,804
2023-10,LH,Gastro,NonAdmitted,18-51 weeks,704
2023-10,LH,Gastro,NonAdmitted,52+ weeks,105
2023-10,LH,Gen Med,Admitted,0-17 weeks,13
2023-10,LH,Gen Med,Admitted,18-51 weeks,1
2023-10,LH,Gen Med,NonAdmitted,0-17 weeks,228
2023-10,LH,Gen Med,NonAdmitted,18-51 weeks,475
2023-10,LH,Gen Med,NonAdmitted,52+ weeks,86
2023-10,LH,Gen Surg,Admitted,0-17 weeks,173
2023-10,LH,Gen Surg,Admitted,18-51 weeks,519
2023-10,LH,Gen Surg,Admitted,52+ weeks,297
2023-10,LH,Gen Surg,NonAdmitted,0-17 weeks,1011
2023-10,LH,Gen Surg,NonAdmitted,18-51 weeks,967
2023-10,LH,Gen Surg,NonAdmitted,52+ weeks,200
2023-10,LH,Geriatric Med,NonAdmitted,0-17 weeks,173
2023-10,LH,Geriatric Med,NonAdmitted,18-51 weeks,4
2023-10,LH,Gynae,Admitted,0-17 weeks,148
2023-10,LH,Gynae,Admitted,18-51 weeks,197
2023-10,LH,Gynae,Admitted,52+ weeks,70
2023-10,LH,Gynae,NonAdmitted,0-17 weeks,2355
2023-10,LH,Gynae,NonAdmitted,18-51 weeks,894
2023-10,LH,Gynae,NonAdmitted,52+ weeks,37
2023-10,LH,Med Oncol,Admitted,0-17 weeks,39
2023-10,LH,Med Oncol,Admitted,18-51 weeks,3
2023-10,LH,Med Oncol,NonAdmitted,0-17 weeks,217
2023-10,LH,Med Oncol,NonAdmitted,18-51 weeks,32
2023-10,LH,Med Oncol,NonAdmitted,52+ weeks,1
2023-10,LH,Nephro,NonAdmitted,0-17 weeks,138
2023-10,LH,Nephro,NonAdmitted,18-51 weeks,22
2023-10,LH,Nephro,NonAdmitted,52+ weeks,1
2023-10,LH,Neuro,NonAdmitted,0-17 weeks,908
2023-10,LH,Neuro,NonAdmitted,18-51 weeks,921
2023-10,LH,Neuro,NonAdmitted,52+ weeks,137
2023-10,LH,Paed Cardio,NonAdmitted,0-17 weeks,92
2023-10,LH,Paed Cardio,NonAdmitted,18-51 weeks,60
2023-10,LH,Paed Cardio,NonAdmitted,52+ weeks,1
2023-10,LH,Paed Clin Haem,NonAdmitted,0-17 weeks,4
2023-10,LH,Paed Clin Haem,NonAdmitted,18-51 weeks,3
2023-10,LH,Paed Derm,Admitted,0-17 weeks,1
2023-10,LH,Paed Derm,NonAdmitted,0-17 weeks,158
2023-10,LH,Paed Derm,NonAdmitted,18-51 weeks,8
2023-10,LH,Paed Diab Med,NonAdmitted,0-17 weeks,2
2023-10,LH,Paed Endocrin,NonAdmitted,0-17 weeks,5
2023-10,LH,Paed Endocrin,NonAdmitted,18-51 weeks,3
2023-10,LH,Paed ENT,Admitted,0-17 weeks,98
2023-10,LH,Paed ENT,Admitted,18-51 weeks,382
2023-10,LH,Paed ENT,Admitted,52+ weeks,240
2023-10,LH,Paed ENT,NonAdmitted,0-17 weeks,524
2023-10,LH,Paed ENT,NonAdmitted,18-51 weeks,665
2023-10,LH,Paed ENT,NonAdmitted,52+ weeks,103
